id,Name,Country,Latitude (º),Longitude (º),Altitude (meters),drought_index,PC1,PC2,PC3,Group,Survival_insitu_Madrid,Survival_insitu_Tübingen
9547,IP-Hor-0,ESP,41.67,2.62,558,4.94E-05,-0.000624444,-0.0275313,-0.00103575,NESpain,0.571428571,1
9548,IP-Hoy-0,ESP,40.4,-5,1397,7.84E-05,-0.0141031,-0.0203167,-0.000879864,NWSpain,0,1
9549,IP-Hum-2,ESP,42.23,-3.69,900,0.000100852,-0.198442,0.0134618,-0.00308091,Relicts,0,0.714285714
9550,IP-Iso-4,ESP,43.05,-5.37,1761,NA,-0.0642946,0.0028707,-0.0132057,Relicts,NA,NA
9551,IP-Jim-1,ESP,42.28,-5.92,791,NA,-0.0138492,-0.0227376,0.0115066,NWSpain,NA,NA
9552,IP-Lab-7,ESP,40.87,-4.5,982,NA,-0.022848,-0.0235171,0.00522983,NWSpain,NA,NA
9553,IP-Ldd-0,ESP,41.58,-4.71,707,6.83E-05,-0.0167861,-0.025085,-0.000535661,NWSpain,0.333333333,0.857142857
9554,IP-Lso-0,ESP,38.86,-3.16,746,NA,-0.209991,0.00619715,0.00638552,Relicts,NA,NA
9555,IP-Mar-1,ESP,39.58,-3.93,1053,8.88E-05,-0.19758,0.00597234,0.0049771,Relicts,1,1
9556,IP-Men-2,ESP,39.66,-4.34,707,NA,-0.0191653,-0.0289731,2.11E-06,NWSpain,NA,NA
9557,IP-Moa-0,ESP,42.46,0.7,1055,-8.29E-05,-0.0173404,-0.020085,-0.0388575,NESpain,0.166666667,0.857142857
9558,IP-Moc-11,ESP,41.57,-5.64,647,NA,-0.0198061,-0.0216872,0.00761464,NWSpain,NA,NA
9559,IP-Mon-5,ESP,38.06,-4.38,305,-0.000486846,-0.0240251,-0.0246849,0.0153983,NWSpain,0.5,1
9560,IP-Mot-0,ESP,38.19,-6.24,518,-0.000602091,-0.0116419,-0.0318021,0.0268951,SMediter,0.166666667,0.875
9561,IP-Mun-0,ESP,40.71,-5.04,1099,NA,-0.018305,-0.0234302,0.00972424,NWSpain,NA,NA
9562,IP-Mur-0,ESP,41.67,2,928,0.00017167,-0.0118253,-0.0243586,-0.0246305,NESpain,0.285714286,0.857142857
9564,IP-Nog-17,ESP,40.45,-1.6,1352,-9.21E-05,-0.01851,-0.0216134,-0.0285229,NESpain,0.142857143,0.571428571
9565,IP-Orb-10,ESP,42.97,-1.23,775,0.000284713,0.000532413,-0.0206716,-0.00747762,NESpain,0.5,1
9567,IP-Pal-0,ESP,42.34,1.3,1245,-7.92E-05,-0.0153885,-0.0235887,-0.0313846,NESpain,0,1
9568,IP-Pan-0,ESP,42.76,-0.23,1792,-0.000325351,-0.0154698,-0.0215772,-0.0313298,NESpain,NA,NA
9569,IP-Pds-1,ESP,42.87,-6.45,837,NA,-0.0053543,-0.0218263,0.010616,NWSpain,NA,NA
9571,IP-Pro-0,ESP,43.28,-6.01,550,NA,-0.00448991,-0.0235157,-0.00069323,NEEurope,NA,NA
9573,IP-Rds-0,ESP,41.86,2.99,334,NA,0.000252755,-0.0279619,9.10E-05,NESpain,NA,NA
9574,IP-Rel-0,ESP,38.6,-2.7,967,-2.96E-05,-0.0740375,-0.0143588,0.0112714,NWSpain,0.5,1
9576,IP-Rev-0,ESP,40.86,-4.11,1146,-0.000101968,-0.00723956,-0.025611,0.00699002,NWSpain,0,0.857142857
9577,IP-Ria-0,ESP,42.34,2.17,1130,-0.000158908,-0.0165155,-0.019748,-0.0323965,NESpain,0,0.833333333
9578,IP-Sac-0,ESP,42.13,-6.7,1011,NA,-0.00809558,-0.0214717,0.0118439,NWSpain,NA,NA
9579,IP-San-10,ESP,38.33,-3.51,752,0.000108949,-0.0251474,-0.023729,0.0171058,NWSpain,0.142857143,0.571428571
9581,IP-Sdv-3,ESP,42.84,-5.12,987,0.000545157,-0.00675719,-0.0217207,0.00543078,NWSpain,0.142857143,0.857142857
9582,IP-Ses-0,ESP,41.48,-1.63,885,-1.85E-05,-0.0205861,-0.0238559,-0.0148017,NESpain,0.166666667,1
9583,IP-Sne-0,ESP,37.09,-3.38,2528,NA,-0.147435,0.0121086,0.0019233,Relicts,NA,NA
9584,IP-Stp-0,ESP,41.19,-3.58,1148,0.000107803,0.00324389,-0.0234853,0.00593966,NWSpain,0.166666667,0.75
9585,IP-Svi-0,ESP,43.4,-7.39,254,NA,-0.00431805,-0.01757,-0.000985964,NWSpain,NA,NA
9586,IP-Tam-0,ESP,41.03,-3.27,1033,0.000482001,-0.00660194,-0.0261625,-0.00854875,NWSpain,0.166666667,0.571428571
9587,IP-Tdc-0,ESP,41.5,-1.88,891,0.000370361,-0.00231738,-0.0237023,-0.000367168,NWSpain,0,0.857142857
9588,IP-Tol-7,ESP,42.11,0.6,801,NA,-0.0239042,-0.0233135,-0.0333908,NESpain,NA,NA
9589,IP-Tor-1,ESP,41.6,-2.83,993,2.36E-06,0.00122686,-0.0229695,-0.00217601,NWSpain,0.166666667,0.714285714
9590,IP-Trs-0,ESP,43.37,-5.49,254,NA,-0.000394517,-0.0198608,-0.000877306,NWSpain,NA,NA
9591,IP-Vad-0,ESP,42.86,-3.59,798,-0.000104283,-0.00284745,-0.0215529,0.0035658,NWSpain,0.166666667,0.571428571
9593,IP-Vaz-0,ESP,42.26,-2.99,1490,NA,-0.0273389,-0.0113625,-0.0291342,NESpain,NA,NA
9594,IP-Vdm-0,ESP,42.04,1.01,1105,0.000247275,-0.017987,-0.0217373,-0.0334697,NESpain,0.142857143,0.857142857
9595,IP-Vdt-0,ESP,40.89,-5.5,797,0.000107894,-0.0184683,-0.0218653,0.00872367,NWSpain,0.4,1
9596,IP-Ver-5,ESP,41.95,-7.45,383,NA,-0.0196973,-0.0191807,0.013046,NWSpain,NA,NA
9597,IP-Vig-1,ESP,42.31,-2.53,651,-0.000173548,-0.00140363,-0.0242507,-0.00215841,NWSpain,0.142857143,1
9598,IP-Vim-0,ESP,41.88,-6.51,686,0.000105593,-0.216216,0.0190002,0.00565175,Relicts,0.2,1
9599,IP-Vin-0,ESP,42.8,-5.77,1056,NA,-0.00560986,-0.0233487,0.0144295,NWSpain,NA,NA
9600,IP-Vis-0,ESP,39.85,-6.04,359,-6.79E-05,-0.215018,0.0113968,0.00686004,Relicts,0.8,1
9601,IP-Voz-0,ESP,41.85,-1.88,944,NA,-0.00226812,-0.0239199,-0.00127592,NESpain,NA,NA
9602,IP-Vpa-1,ESP,40.5,-3.96,652,0.000101715,-0.0119214,-0.0266667,-0.0024976,NWSpain,0.142857143,1
9606,Aitba-1,MAR,31.48,-7.45,1538,5.37E-05,-0.0262658,0.0037052,-0.00164144,Relicts,0.6,1
9608,Karag-2,RUS,51.37,59.44,295,NA,0.00857673,0.0792927,0.0343759,Asia,NA,NA
9609,Adam-1,RUS,51.41,59.98,336,NA,0.00716687,0.118631,0.0489297,Asia,NA,NA
9610,Lesno-4,RUS,53.04,51.96,103,NA,0.00949724,0.120975,0.0501605,Asia,NA,NA
9611,Lesno-1,RUS,53.04,51.9,82,NA,0.00963796,0.120634,0.0488539,Asia,NA,NA
9612,Lesno-2,RUS,53.04,51.94,97,-0.000333974,0.00906854,0.111593,0.0436312,Asia,0.2,1
9615,Parti-1,RUS,52.99,52.16,143,NA,0.00955483,0.111492,0.0427346,Asia,NA,NA
9616,Krazo-1,RUS,53.06,51.96,109,NA,0.00923865,0.115508,0.0416924,Asia,NA,NA
9617,Karag-1,RUS,51.37,59.44,295,NA,0.00914363,0.113426,0.04321,Asia,NA,NA
9619,Basta-1,RUS,51.84,79.48,210,-0.000235989,0.00899986,0.154746,0.0770774,Asia,0.333333333,1
9622,Bijisk-4,RUS,52.52,85.27,194,NA,0.0115244,0.0349619,0.0266894,EEurope,NA,NA
9625,Kolyv-2,RUS,51.31,82.59,503,-2.69E-05,0.00960809,0.137223,0.0592936,Asia,0.666666667,1
9626,Kolyv-3,RUS,51.36,82.59,481,NA,0.0108196,0.12825,0.0566546,Asia,NA,NA
9629,K-oze-1,RUS,51.35,82.18,373,-3.01E-05,0.0113698,0.128072,0.0560881,Asia,0.428571429,1
9630,K-oze-3,RUS,51.34,82.16,417,NA,0.00917892,0.13374,0.0606689,Asia,NA,NA
9631,Lebja-1,RUS,51.65,80.79,242,NA,0.0088412,0.152616,0.0732314,Asia,NA,NA
9632,Lebja-2,RUS,51.67,80.82,251,8.43E-05,0.0096094,0.15266,0.0759878,Asia,0.6,0.857142857
9634,Masl-1,RUS,54.13,81.31,164,-0.000184277,0.00894691,0.128902,0.0636204,Asia,0.625,0.857142857
9635,Nosov-1,RUS,51.87,80.6,231,NA,0.00944602,0.138791,0.0679596,Asia,NA,NA
9636,Noveg-1,RUS,51.75,80.82,217,NA,0.00845576,0.154405,0.0750512,Asia,NA,NA
9637,Noveg-2,RUS,51.77,80.85,216,0.000148198,0.00962524,0.151521,0.0702564,Asia,0.833333333,0.714285714
9638,Noveg-3,RUS,51.73,80.86,231,NA,0.0096611,0.143557,0.0699392,Asia,NA,NA
9640,Rakit-1,RUS,51.87,80.06,185,0.000402023,0.0092658,0.150516,0.0726028,Asia,0.6,0.875
9641,Rakit-2,RUS,51.9,80.06,185,NA,0.00915085,0.141618,0.0704882,Asia,NA,NA
9642,Rakit-3,RUS,51.84,80.06,179,NA,0.00904526,0.146982,0.0710679,Asia,NA,NA
9643,Sever-1,RUS,52.1,79.31,145,0.00019213,0.00959116,0.156047,0.0751418,Asia,0.333333333,0.714285714
9644,Zupan-1,CRO,45.07,18.72,79,NA,0.012214,-0.0045763,0.0153551,EEurope,NA,NA
9645,Gradi-1,CRO,45.17,18.7,81,NA,0.0117625,-0.00361841,0.0162521,EEurope,NA,NA
9647,Basen-1,ITA,40.37,16.77,10,NA,0.00681035,-0.0216074,0.0228441,SMediter,NA,NA
9649,Bivio-1,ITA,39.13,16.17,497,0.000135204,0.00813198,-0.0203169,0.0229569,SMediter,0.142857143,1
9651,Filet-1,ITA,40.68,14.87,58,NA,0.00832902,-0.0207039,0.0221861,SMediter,NA,NA
9653,Giffo-1,ITA,38.44,16.13,407,0.000496495,0.00723954,-0.023738,0.0251858,SMediter,0.5,0.875
9656,Marti-1,ITA,40.64,17.31,427,NA,0.00737152,-0.00746743,0.0189054,SMediter,NA,NA
9657,Melic-1,ITA,38.45,16.04,92,0.000230913,0.00758287,-0.0250093,0.0243485,SMediter,0.875,1
9659,Pigna-1,ITA,41.18,14.18,56,0.000351483,0.00975383,-0.0184561,0.0197574,SMediter,0.4,1
9660,Sarno-1,ITA,40.84,14.57,23,NA,0.00867268,-0.0226161,0.0208334,SMediter,NA,NA
9661,Cimin-1,ITA,39.58,16.21,135,NA,0.00788185,-0.0212977,0.0258184,SMediter,NA,NA
9663,Teano-1,ITA,41.33,14.09,167,NA,0.0103861,-0.0223373,0.0195507,SMediter,NA,NA
9664,Mitterberg-1-179,ITA,46.36,11.28,513,NA,0.00684082,0.0140637,-0.00401675,EEurope,NA,NA
9665,Mitterberg-1-180,ITA,46.36,11.28,513,NA,0.00729351,0.0116941,-0.00307393,EEurope,NA,NA
9669,Mitterberg-2-185,ITA,46.37,11.28,494,NA,0.00756875,0.00952165,0.000650259,EEurope,NA,NA
9672,Mitterberg-3-188,ITA,46.37,11.28,494,NA,0.00783656,0.0121849,-0.00266207,EEurope,NA,NA
9678,Mitterberg-4-194,ITA,46.37,11.29,224,NA,0.00772599,0.0114045,0.00251179,EEurope,NA,NA
9686,Castelfed-2-202,ITA,46.34,11.29,296,NA,0.0064119,0.011132,0.0013511,EEurope,NA,NA
9697,Dolen-1,BUL,41.62,23.94,995,-0.000166226,0.00989944,0.0129935,0.0249376,SMediter,0.166666667,0.833333333
9698,Goced-1,BUL,41.57,23.85,630,0.000106164,0.0102524,0.0048874,0.0244007,SMediter,0.428571429,0.714285714
9699,Kolar-1,BUL,41.37,23.14,319,-0.000160871,0.0101306,-0.00155152,0.0238994,SMediter,1,0.857142857
9701,Ivano-1,BUL,43.7,25.91,175,NA,0.00443883,0.0191018,0.0223178,SMediter,NA,NA
9703,Melni-1,BUL,41.53,23.39,485,NA,0.00748184,0.000987142,0.0231203,SMediter,NA,NA
9705,Choto-1,BUL,41.5,23.33,216,NA,0.0072053,0.00190204,0.0259563,SMediter,NA,NA
9706,Dospa-1,BUL,41.64,24.18,1297,NA,0.00907309,0.0162189,0.0274159,SMediter,NA,NA
9707,Podvi-1,BUL,41.57,24.84,863,NA,0.000623328,0.00383567,0.0249784,SMediter,NA,NA
9708,Kardz-1,BUL,41.62,25.35,296,NA,-0.00138843,-0.00180979,0.0250681,SMediter,NA,NA
9709,Zerev-1,BUL,41.85,23.13,359,NA,0.0090814,-0.00177431,0.0227556,SMediter,NA,NA
9710,Zerev-1,BUL,41.85,23.13,359,NA,0.0094202,-0.00156109,0.0244785,SMediter,NA,NA
9711,Dolna-1,BUL,42.32,23.1,626,NA,0.00805364,0.00572309,0.0226268,SMediter,NA,NA
9713,Stara-1,BUL,42.49,25.61,365,-0.000422092,0.00815267,0.00694806,0.0260084,SMediter,0.2,0.857142857
9714,Grivo-1,BUL,41.84,25.75,234,NA,0.00273813,-0.00211694,0.0226025,SMediter,NA,NA
9716,Leska-1,BUL,41.54,24.98,724,0.000285479,0.00110889,-2.96E-05,0.0242384,SMediter,0.285714286,0.714285714
9717,Kardz-2,BUL,41.66,25.47,298,NA,0.00164952,-0.000410991,0.0229355,SMediter,NA,NA
9718,Smolj-1,BUL,41.55,24.75,1117,NA,0.00815285,-0.00268988,0.0259978,SMediter,NA,NA
9719,Koren-1,BUL,41.83,25.69,170,0.000282945,0.00585858,-0.00364183,0.0231187,SMediter,0,0.857142857
9720,Malak-1,BUL,41.77,25.68,273,NA,0.00446828,-0.00246837,0.0246937,SMediter,NA,NA
9722,Groch-1,BUL,41.71,24.41,728,NA,0.000793391,0.0126902,0.0254892,SMediter,NA,NA
9723,Slavi-2,BUL,41.42,23.67,1007,-7.00E-05,0.00943746,0.0222006,0.0294047,SMediter,0.142857143,0.857142857
9725,Epidauros-1,GRC,37.6,23.08,357,NA,0.00525298,-0.00858322,0.0135719,SMediter,NA,NA
9726,Faneronemi-3,GRC,37.07,22.04,7,0.000342154,0.00727501,-0.0172948,0.0201309,SMediter,0.333333333,0.857142857
9729,Stiav-2,SVK,48.46,18.9,609,NA,0.0130141,0.00520773,0.0153692,EEurope,NA,NA
9730,Bela-1,SVK,48.47,18.94,463,NA,0.0137984,0.00481332,0.0167307,EEurope,NA,NA
9731,Stiav-3,SVK,48.46,18.9,609,NA,0.013261,0.00559036,0.0195049,EEurope,NA,NA
9732,Halca-1,SVK,48.47,18.96,602,NA,0.0132669,0.00961438,0.0210585,EEurope,NA,NA
9733,Bela-2,SVK,48.47,18.94,463,NA,0.0135147,0.00739634,0.0204584,EEurope,NA,NA
9735,Bela-4,SVK,48.47,18.94,463,NA,0.0144084,0.00663606,0.0168132,EEurope,NA,NA
9736,Teiu-2,ROU,44.69,25.17,207,-0.000277734,0.00910908,0.0247415,0.0259423,Asia,0.4,0.857142857
9737,Ulies-1,ROU,45.95,22.62,173,0.000119605,0.00964773,0.144934,0.0673983,Asia,0.333333333,1
9738,Bran-1,ROU,45.57,25.42,657,NA,0.0107588,-0.000950953,0.017932,EEurope,NA,NA
9739,Toc-1,ROU,46.01,22.33,217,-0.000331729,0.0116189,0.0117078,0.0152505,EEurope,0.285714286,1
9741,Orast-1,ROU,45.84,23.16,233,0.000299272,0.0109103,0.0138364,0.0184209,EEurope,0.2,0.75
9743,Furni-1,ROU,45.14,25,465,0.000312289,0.00960349,0.0243304,0.0215279,Asia,0.571428571,0.857142857
9744,Iasi-1,ROU,47.16,27.59,65,NA,0.0101914,0.0255363,0.0217449,EEurope,NA,NA
9747,Zabar-1,SRB,44.38,21.22,94,NA,0.010561,-0.000410525,0.0159418,EEurope,NA,NA
9748,Zagub-1,SRB,44.23,21.71,272,3.76E-05,0.0106009,0.00123406,0.0168413,EEurope,0.428571429,0.571428571
9749,Knjas-1,SRB,43.54,22.29,309,0.000335837,0.0096288,0.00139408,0.0236127,SMediter,0.4,0.857142857
9754,Sredn-1,SRB,44.66,21.37,205,NA,0.0102518,0.00842153,0.0188734,EEurope,NA,NA
9755,Vajug-1,SRB,44.56,22.56,136,NA,0.00647558,0.0102308,0.024212,SMediter,NA,NA
9756,Staro-2,SRB,44.3,21.08,120,NA,0.0110222,-0.00140393,0.0147866,EEurope,NA,NA
9757,Staro-1,SRB,44.3,21.08,120,NA,0.0100704,-0.00415582,0.0223852,SMediter,NA,NA
9758,Altai-5,CHN,47.75,88.4,885,0.000244488,0.00793841,0.137714,0.0667794,Asia,0.428571429,0.857142857
9759,Anz-0,IRN,37.47,49.47,-23,-8.10E-05,0.00405286,-0.0251079,0.0600686,SMediter,0.4,1
9761,Bik-1,LBN,33.92,35.7,930,NA,0.0133767,-0.00354326,0.0144168,EEurope,NA,NA
9762,Etna-2,ITA,37.69,14.98,1671,NA,-0.0443109,-0.00168222,0.00218777,Relicts,NA,NA
9764,Qar-8a,LBN,34.1,35.84,1122,NA,-0.0441015,-0.0074235,0.00742405,Relicts,NA,NA
9766,Westkar-4,KGZ,42.26,74.16,2353,-0.00064857,0.009511,0.143948,0.0710543,Asia,0,1
9768,RÌ_4-16,GER,48.57,9.16,408,NA,0.0133583,-0.0140782,0.0161107,EEurope,NA,NA
9769,HE-1,GER,48.55,8.99,507,0.000457041,0.0135227,-0.0158434,0.0197916,EEurope,0,1
9770,KBG2-13,GER,48.53,9.01,408,NA,0.0130355,-0.0157832,0.018281,EEurope,NA,NA
9771,Pfn-N2.2-6,GER,48.56,9.11,466,NA,0.0128415,-0.0154459,0.0185719,EEurope,NA,NA
9772,HÌ¦f-1,GER,48.41,8.85,448,NA,0.0132344,-0.0156919,0.0158318,EEurope,NA,NA
9774,Alt-1,GER,48.59,9.22,372,-0.000778864,0.0131278,-0.0116028,0.0159081,EEurope,0.428571429,0.857142857
9775,Berg-1,GER,48.41,8.79,526,-0.000436183,0.0131056,-0.0133573,0.0134412,EEurope,0.166666667,0.857142857
9776,Fell3-7,GER,48.43,8.79,525,NA,0.0123535,-0.0162245,0.0166006,EEurope,NA,NA
9777,Gn-1,GER,48.57,9.17,399,NA,0.0134473,-0.0139555,0.0180134,EEurope,NA,NA
9778,Bach-7,GER,48.41,8.84,472,NA,0.0128021,-0.0159088,0.0165525,EEurope,NA,NA
9779,Bai-10,GER,48.5,8.78,480,-0.000819325,0.0122153,-0.016424,0.0174947,EEurope,0.5,1
9780,Fell2-4,GER,48.43,8.79,525,NA,0.0126901,-0.0153819,0.0185977,EEurope,NA,NA
9781,Kus2-2,GER,48.52,9.11,428,-0.000107736,0.0135401,-0.0159769,0.0184938,EEurope,0.333333333,0.75
9782,Lu3-30,GER,48.53,9.09,345,-4.27E-05,0.0131922,-0.0122654,0.0202142,EEurope,0,0.714285714
9783,TÌ_-PK-7,GER,48.52,9.05,333,NA,0.00586701,-0.00322358,-0.0237895,CEurope,NA,NA
9784,Erg2-6,GER,48.5,8.8,472,-0.000634694,0.0134473,-0.0161817,0.0184465,EEurope,0.428571429,0.857142857
9785,Ha-HBT1-2,GER,48.54,9.02,396,NA,0.0122196,-0.0155581,0.0183965,EEurope,NA,NA
9786,Ha-P-13,GER,48.54,9.01,436,NA,0.0132393,-0.016151,0.0164774,EEurope,NA,NA
9787,HI-4,GER,48.5,9,327,NA,0.0117588,-0.0154649,0.0168332,EEurope,NA,NA
9788,KBG1-14,GER,48.53,9.01,408,NA,0.0131694,-0.0155365,0.0163577,EEurope,NA,NA
9789,Obh-13,GER,48.39,8.96,507,NA,0.0120812,-0.0140702,0.0187233,EEurope,NA,NA
9790,Gn2-3,GER,48.58,9.18,416,NA,0.0126767,-0.0128938,0.0161671,EEurope,NA,NA
9791,Haes-1,GER,48.6,9.2,419,NA,0.0132031,-0.0135518,0.0164699,EEurope,NA,NA
9792,Lu4-2,GER,48.54,9.09,443,NA,0.0132814,-0.0141072,0.0206072,EEurope,NA,NA
9793,RÌ_-N2,GER,48.57,9.16,408,NA,0.0133253,-0.0145638,0.0193308,EEurope,NA,NA
9794,TÌ_-B1-2,GER,48.52,9.08,315,NA,0.0126615,-0.0154722,0.0174575,EEurope,NA,NA
9795,Wank-2,GER,48.5,9.11,402,NA,0.013561,-0.0133434,0.0159584,EEurope,NA,NA
9796,Bach2-1,GER,48.41,8.84,472,NA,0.0134517,-0.0141901,0.016978,EEurope,NA,NA
9797,Ha-HBT2-10,GER,48.54,9.02,396,NA,0.0135513,-0.015374,0.0182815,EEurope,NA,NA
9798,Ha-P2-1,GER,48.54,9.01,436,NA,0.0130679,-0.0167183,0.0172584,EEurope,NA,NA
9799,Hart-2,GER,48.39,8.85,471,NA,0.0126706,-0.0144998,0.0161956,EEurope,NA,NA
9800,Ha-S-B,GER,48.54,9.01,436,NA,0.0131057,-0.0147143,0.0173059,EEurope,NA,NA
9801,Ha-SP-2,GER,48.54,9.01,436,NA,0.012689,-0.0163199,0.0193552,EEurope,NA,NA
9802,Kus3-1,GER,48.51,9.11,423,NA,0.0134962,-0.0169188,0.0190025,EEurope,NA,NA
9803,MÌ_h-2,GER,48.42,8.76,386,0.000164154,0.0132752,-0.0138602,0.0183548,EEurope,0.5,0.857142857
9804,Obe1-15,GER,48.45,8.87,475,-8.49E-05,0.0130149,-0.0149544,0.0177325,EEurope,0,0.857142857
9805,Pfn-10,GER,48.54,9.09,443,NA,0.0124521,-0.0153304,0.0159749,EEurope,NA,NA
9806,RÌ_-2,GER,48.56,9.16,350,NA,0.0114663,-0.016296,0.0160165,EEurope,NA,NA
9807,Schl-7,GER,48.6,9.22,369,NA,0.0120754,-0.0138085,0.0158313,EEurope,NA,NA
9808,TÌ_-B2-3,GER,48.52,9.08,315,NA,0.0136534,-0.0162354,0.0171364,EEurope,NA,NA
9810,TÌ_-KS-7,GER,48.53,9.07,324,NA,0.0135692,-0.0140917,0.0158133,EEurope,NA,NA
9811,TÌ_-NK-12,GER,48.52,9.05,333,NA,0.0128406,-0.0103128,0.0134116,EEurope,NA,NA
9812,TÌ_-W1,GER,48.52,9.03,338,NA,0.0127063,-0.0121377,0.0144555,EEurope,NA,NA
9813,BI-4,GER,48.4,8.77,517,-0.000278834,0.0131294,-0.0158454,0.0186855,EEurope,0.166666667,1
9814,Fell1-10,GER,48.42,8.79,523,5.60E-05,0.0134668,-0.0162488,0.0168932,EEurope,0.5,0.857142857
9815,Ha-HBT3-11,GER,48.54,9.02,396,NA,0.0131882,-0.0115863,0.0186003,EEurope,NA,NA
9817,Ace-0,ESP,39.84,-6.6,323,NA,-0.0268255,-0.0277938,0.0175392,NWSpain,NA,NA
9819,Amu-0,ESP,42.35,-3.03,955,NA,0.00247101,-0.0247922,0.00142015,NWSpain,NA,NA
9820,Are-0,ESP,41,-4.71,845,NA,-0.0196028,-0.0260778,0.00359044,NWSpain,NA,NA
9821,Aru-0,ESP,41.81,2.49,471,NA,0.000663326,-0.0260548,-0.00367987,NESpain,NA,NA
9822,Aul-0,ESP,40.52,-4.02,800,NA,-0.0160704,-0.0289368,-0.00454566,NWSpain,NA,NA
9823,Bae-0,ESP,43.34,-5.84,238,NA,0.00391689,-0.0231675,0.00298861,NEEurope,NA,NA
9824,Bes-5,ESP,42.91,-4.91,1421,NA,-0.0245481,-0.0118587,-0.000832518,NWSpain,NA,NA
9825,Boa-0,ESP,40.4,-3.88,668,NA,-0.0199367,-0.0281999,-0.00237733,NWSpain,NA,NA
9826,Bor-0,ESP,42.49,-6.71,607,NA,-0.00861289,-0.021813,0.0133306,NWSpain,NA,NA
9827,Bos-0,ESP,42.78,0.69,723,NA,0.00737421,-0.0208344,0.00680415,CEurope,NA,NA
9828,Bra-0,ESP,42.5,-6.15,978,NA,-0.00671219,-0.0221201,0.0109679,NWSpain,NA,NA
9830,Bus-0,ESP,36.97,-3.28,1433,NA,-0.012985,-0.0178204,0.00450688,NWSpain,NA,NA
9831,Cas-0,ESP,38.54,-3.39,808,NA,-0.0180894,-0.025873,0.0152134,NWSpain,NA,NA
9832,Cat-0,ESP,40.54,-3.69,712,NA,-0.222413,0.00571853,0.00780473,Relicts,NA,NA
9833,Cha-0,ESP,40.38,-4.21,692,NA,-0.0144098,-0.0303082,0.000681457,NWSpain,NA,NA
9834,Cho-0,ESP,40.51,-3.9,741,NA,-0.0163994,-0.0282539,-0.00135468,NWSpain,NA,NA
9835,Cir-0,ESP,40.61,-6.57,659,NA,-0.00953503,-0.0235771,0.0120511,NWSpain,NA,NA
9836,Cod-0,ESP,41.25,-1.32,991,NA,-0.0244703,-0.0227201,-0.0202972,NESpain,NA,NA
9837,Con-0,ESP,37.94,-5.6,740,NA,-0.160962,0.00016137,0.0102884,Relicts,NA,NA
9838,Cot-0,ESP,41.83,-5.38,729,NA,-0.00937904,-0.0217825,0.0115203,NWSpain,NA,NA
9839,Coy-0,ESP,40.44,-4.27,1007,NA,-0.0128009,-0.0253869,0.00665644,NWSpain,NA,NA
9840,Dar-0,ESP,41.13,-1.43,896,NA,-0.0301947,-0.0231209,-0.0204397,NESpain,NA,NA
9841,Ees-0,ESP,40.59,-4.15,1007,NA,-0.0152268,-0.0300278,-0.000690032,NWSpain,NA,NA
9843,Elp-0,ESP,40.53,-3.92,659,NA,-0.0138394,-0.031068,-0.00190993,NWSpain,NA,NA
9845,Evs-0,ESP,40.48,-3.96,625,NA,-0.0173386,-0.0288479,-0.00512501,NWSpain,NA,NA
9846,Ezc-2,ESP,42.31,-3.02,829,NA,0.00131945,-0.0258637,0.00110229,NWSpain,NA,NA
9847,Fel-2,ESP,43.31,-5.7,201,NA,0.0041982,-0.024256,0.00378647,NEEurope,NA,NA
9848,Glo-1,ESP,40.11,-5.77,630,NA,-0.0139745,-0.023469,0.00530824,NWSpain,NA,NA
9849,Gud-3,ESP,40.65,-4.11,1037,NA,-0.00500058,-0.0235101,0.00999246,NWSpain,NA,NA
9850,Hec-0,ESP,42.86,-0.7,1442,NA,-0.00791532,-0.0230412,-0.0162535,NESpain,NA,NA
9851,Hue-3,ESP,42.96,-6.1,1227,NA,-0.00714183,-0.0214092,0.00781267,NWSpain,NA,NA
9852,Ini-0,ESP,40.46,-3.75,594,NA,-0.0156692,-0.0308563,-0.0015668,NWSpain,NA,NA
9853,Lac-0,ESP,43.33,-5.91,115,NA,0.00371019,-0.0226223,0.00183114,NEEurope,NA,NA
9854,Laf-1,ESP,43.36,-5.88,213,NA,0.000654931,-0.0220613,-0.0011351,NEEurope,NA,NA
9855,Lam-0,ESP,40.57,-3.89,727,NA,-0.0247945,-0.0299359,0.00153126,NWSpain,NA,NA
9866,Mdd-0,ESP,41.89,-2.79,1104,NA,-0.0112852,-0.0204452,-0.00413581,NESpain,NA,NA
9867,Mie-1,ESP,40.94,-3.22,992,NA,-0.00593007,-0.0264028,-0.00680705,NWSpain,NA,NA
9868,Moe-0,ESP,41.78,2.37,756,NA,-0.00423033,-0.0255128,-0.00994709,NESpain,NA,NA
9869,Moj-0,ESP,36.76,-5.28,878,NA,-0.180637,0.00849044,0.00467193,Relicts,NA,NA
9870,Moz-0,ESP,41.91,0.17,251,NA,-0.011928,-0.0222956,-0.0246446,NESpain,NA,NA
9871,Nac-0,ESP,40.75,-3.99,1352,NA,-0.265084,0.0318188,0.00546001,Relicts,NA,NA
9873,Ndc-0,ESP,37.94,-5.45,415,NA,-0.0155318,-0.0303864,0.0263494,SMediter,NA,NA
9874,Oja-0,ESP,42.34,-3,908,NA,0.00246479,-0.0256944,0.00231341,NWSpain,NA,NA
9875,Ovi-1,ESP,43.38,-5.87,401,NA,0.000273692,-0.0241718,0.000258441,NEEurope,NA,NA
